run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
33,"([5, 23, 44, 45], np.float64(24.996898297746984))","([23, 44], np.float64(55.257164353875275))","([5, 45], np.float64(50.2428537974441))"
34,"([2, 11, 21, 24], np.float64(21.796894262531328))","([2, 11], np.float64(45.436659728316904))","([], np.float64(51.89182722444437))"
35,"([7, 30, 47, 49], np.float64(26.294864869424273))","([7, 30, 47, 49], np.float64(45.440092208780186))","([7, 47], np.float64(52.40540806019933))"
36,"([11, 17, 35, 41], np.float64(22.46882659513122))","([11, 17, 35, 41], np.float64(30.01891401764508))","([17, 35], np.float64(47.64901831007844))"
37,"([4, 15, 24, 44], np.float64(23.106454564522878))","([15, 24], np.float64(48.63488656634226))","([], np.float64(51.972736244124185))"
38,"([20, 25, 26, 28], np.float64(22.347563193955974))","([20, 25, 26, 28], np.float64(29.356127236834663))","([], np.float64(58.0767596349314))"
39,"([5, 21, 25, 43, 49], np.float64(21.627521059445126))","([5, 21, 25, 43], np.float64(23.542410571591617))","([], np.float64(60.801682140054645))"
40,"([29, 33, 35, 44], np.float64(23.688287729383728))","([29, 33, 35, 44], np.float64(42.908235967123616))","([], np.float64(54.005217874753356))"
41,"([3, 6, 11, 14], np.float64(15.318735019447795))","([3, 6, 11, 14], np.float64(32.69344180852783))","([], np.float64(58.74135328282557))"
42,"([6, 15, 43, 49], np.float64(16.570114003889536))","([6, 15, 43, 49], np.float64(43.02408256773747))","([6, 49], np.float64(50.711325536349804))"
43,"([24, 30, 35, 45], np.float64(24.19029313568247))","([24, 30, 35, 45], np.float64(0.1634008063133219))","([], np.float64(55.384315489258576))"
44,"([16, 22, 38, 46], np.float64(23.906429023753468))","([16, 22, 38, 46], np.float64(45.339608631117414))","([], np.float64(60.41020113412352))"
45,"([8, 19, 26, 45], np.float64(25.07212122357055))","([8, 19], np.float64(58.97349647925601))","([19], np.float64(59.65199160252865))"
46,"([0, 10, 15, 16], np.float64(24.749606493765356))","([0, 10, 15, 16], np.float64(35.58818093668738))","([], np.float64(59.73893667296918))"
47,"([1, 10, 13, 48], np.float64(25.340935240112607))","([], np.float64(59.09484822870052))","([10, 48], np.float64(51.17446865063153))"
48,"([0, 20, 24, 42], np.float64(22.37217488787206))","([0, 20, 24, 42], np.float64(32.59388128907979))","([0, 24], np.float64(54.2429560252237))"
49,"([0, 21, 26, 30], np.float64(23.044946004386286))","([0, 21, 26, 30], np.float64(43.5713131401991))","([], np.float64(55.22344413696514))"
