run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
21,"([13, 15, 30, 41], np.float64(40.22466775448078))","([], np.float64(53.23445432501824))","([], np.float64(53.27598630841382))"
22,"([4, 6, 11, 46], np.float64(40.22604192028713))","([], np.float64(54.76588199048645))","([], np.float64(54.74239260347861))"
23,"([0, 6, 31, 42], np.float64(42.202364458440904))","([], np.float64(55.61759794339628))","([], np.float64(55.61761900072116))"
24,"([1, 8, 14, 19, 37], np.float64(35.400444098962936))","([1], np.float64(57.277647477805395))","([], np.float64(58.00480941216673))"
25,"([2, 13, 20, 26], np.float64(45.2975143665415))","([], np.float64(62.43949266053972))","([], np.float64(62.43949969365266))"
26,"([25, 38, 47, 48], np.float64(36.609754666363095))","([38, 47], np.float64(56.88172509956772))","([], np.float64(60.801903376730785))"
27,"([6, 9, 19, 44], np.float64(32.65989549936724))","([], np.float64(52.57857736560325))","([], np.float64(52.59741316237545))"
28,"([19, 35, 38, 44], np.float64(38.18039019805959))","([], np.float64(55.57970068040796))","([], np.float64(55.5797030294742))"
29,"([8, 14, 38, 41], np.float64(47.43940367731221))","([], np.float64(56.7070630153443))","([], np.float64(56.707866035166575))"
30,"([20, 21, 34, 35], np.float64(40.27097545569697))","([], np.float64(54.61643434258415))","([], np.float64(54.61643566649628))"
31,"([13, 26, 28, 37], np.float64(48.836867170770944))","([13, 26], np.float64(65.58285778971855))","([13, 26], np.float64(65.78328388054678))"
32,"([8, 9, 26, 37], np.float64(36.12068318763751))","([8, 9, 26, 37], np.float64(47.60248762906287))","([], np.float64(62.29653989449211))"
33,"([5, 16, 23, 44, 45], np.float64(48.43374279273051))","([5, 45], np.float64(51.67734910840474))","([], np.float64(57.21622698148261))"
34,"([2, 11, 21, 24], np.float64(30.56568141012372))","([], np.float64(52.04671047378098))","([], np.float64(52.110386837001485))"
35,"([7, 26, 30, 47, 49], np.float64(38.9597621957945))","([26], np.float64(62.6542155200729))","([], np.float64(61.42756784691338))"
36,"([11, 17, 35, 41], np.float64(39.22517796859719))","([], np.float64(53.18771356134504))","([], np.float64(53.09827670390467))"
37,"([4, 15, 24, 44], np.float64(30.868020860785883))","([], np.float64(51.91545519273104))","([], np.float64(51.9154549768197))"
38,"([20, 25, 26, 28], np.float64(50.056476226993475))","([20, 25, 26, 28], np.float64(47.50305400747285))","([20, 28], np.float64(49.41984992958548))"
39,"([5, 21, 25, 43], np.float64(40.58584606469829))","([21, 25], np.float64(54.10865081903832))","([], np.float64(60.82953955397754))"
40,"([8, 29, 33, 35, 44], np.float64(41.62026240758742))","([], np.float64(54.2637925075151))","([], np.float64(54.264030482669476))"
41,"([3, 6, 11, 14], np.float64(40.183889776364886))","([], np.float64(58.83246524239807))","([], np.float64(58.77132039766489))"
42,"([6, 15, 43, 49], np.float64(40.37904033463965))","([], np.float64(54.980557963662335))","([], np.float64(54.980553265332546))"
43,"([23, 24, 30, 35, 45], np.float64(51.936566074657826))","([], np.float64(55.374069575793214))","([], np.float64(55.374069890417154))"
44,"([16, 22, 38, 46], np.float64(25.082721181900656))","([], np.float64(60.41594117158305))","([], np.float64(60.41618312972962))"
45,"([8, 19, 26, 45], np.float64(43.314186463341414))","([], np.float64(61.267487314415))","([], np.float64(61.26748690864135))"
46,"([0, 10, 15, 16], np.float64(34.60807789617527))","([], np.float64(59.73992125199687))","([], np.float64(59.73992104029402))"
47,"([1, 13], np.float64(55.08114703972113))","([], np.float64(59.84415424608768))","([], np.float64(59.997682963633295))"
48,"([0, 20, 24, 42], np.float64(41.86159215637399))","([], np.float64(62.28478647202406))","([], np.float64(62.28478647202406))"
49,"([0, 21, 26, 30], np.float64(33.92519810210359))","([0, 21, 26, 30], np.float64(50.00536506116668))","([], np.float64(55.083567342022384))"
