run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
19,"([np.int64(40)], np.float64(2.8026990733045776))","([np.int64(40)], np.float64(0.03874227100538971))","([np.int64(40)], np.float64(0.24402347680500044))","([np.int64(40), np.int64(185)], np.float64(0.7274424579975787))","([np.int64(40), np.int64(148)], np.float64(0.8151728231437722))"
20,"([], np.float64(8.907422242903428))","([np.int64(127)], np.float64(0.07687844351690369))","([np.int64(127)], np.float64(0.3185621971995771))","([np.int64(127)], np.float64(0.4980375543708274))","([np.int64(127), np.int64(195)], np.float64(0.730887606220878))"
21,"([np.int64(238)], np.float64(2.701217806329082))","([np.int64(238)], np.float64(0.18808555923603393))","([np.int64(238)], np.float64(0.6066804802062357))","([np.int64(238)], np.float64(0.8969621262389255))","([np.int64(238)], np.float64(1.5866413810585809))"
22,"([], np.float64(9.42225360544142))","([np.int64(2)], np.float64(0.14803858726645291))","([np.int64(2)], np.float64(0.40436846170532503))","([np.int64(2), np.int64(33)], np.float64(1.06213755048704))","([np.int64(2), np.int64(33), np.int64(152)], np.float64(1.2338610877779774))"
23,"([], np.float64(8.914967930435541))","([np.int64(10)], np.float64(0.12357509926392758))","([np.int64(10)], np.float64(0.3579578556222557))","([np.int64(10), np.int64(77), np.int64(211), np.int64(237)], np.float64(0.4562899986263937))","([np.int64(10), np.int64(211), np.int64(224)], np.float64(0.9142144459683987))"
24,"([np.int64(134)], np.float64(5.756282324854274))","([np.int64(134)], np.float64(0.04766556799210214))","([np.int64(134)], np.float64(0.22683702100432854))","([np.int64(134), np.int64(170), np.int64(192)], np.float64(0.7122664178906657))","([np.int64(134), np.int64(192)], np.float64(0.8771021834059725))"
25,"([], np.float64(8.891053797084671))","([np.int64(201)], np.float64(0.10560857643627904))","([np.int64(201)], np.float64(0.20642174235538557))","([np.int64(95), np.int64(201)], np.float64(0.47788157608064513))","([np.int64(201)], np.float64(1.2694410124098277))"
26,"([], np.float64(8.733335096066382))","([np.int64(209)], np.float64(0.0959723238212957))","([np.int64(209)], np.float64(0.16637037403925262))","([np.int64(148), np.int64(152), np.int64(209)], np.float64(0.4194076320028924))","([np.int64(209)], np.float64(1.0272478623325092))"
27,"([], np.float64(9.303083608561947))","([np.int64(166)], np.float64(0.2056170154396899))","([np.int64(166)], np.float64(0.5717065236368747))","([np.int64(166), np.int64(224)], np.float64(0.49358324976925216))","([np.int64(166), np.int64(224)], np.float64(0.8499120304301296))"
28,"([np.int64(102)], np.float64(6.348800192234628))","([np.int64(102)], np.float64(0.007445626900028688))","([np.int64(102)], np.float64(0.19487107877667426))","([np.int64(48), np.int64(102)], np.float64(0.49133077916547824))","([np.int64(102), np.int64(106), np.int64(218)], np.float64(1.527881635098299))"
29,"([], np.float64(8.66322808933466))","([np.int64(20)], np.float64(0.028380434063304833))","([np.int64(20)], np.float64(0.1805930468474043))","([np.int64(20)], np.float64(0.3477955165309633))","([np.int64(20), np.int64(117), np.int64(196), np.int64(223), np.int64(227)], np.float64(0.6835896089419253))"
30,"([], np.float64(9.76136664069891))","([np.int64(60)], np.float64(0.1788989228194602))","([np.int64(60)], np.float64(0.37955562289534317))","([np.int64(0), np.int64(60), np.int64(85), np.int64(213), np.int64(245)], np.float64(1.6559268321896266))","([np.int64(60)], np.float64(1.8861128282277517))"
31,"([], np.float64(10.114381274838074))","([np.int64(21)], np.float64(0.1405085985794004))","([np.int64(21)], np.float64(0.47771858497399544))","([np.int64(21), np.int64(29)], np.float64(0.8069794675716957))","([np.int64(21)], np.float64(1.5068410668176988))"
32,"([], np.float64(9.008495735649937))","([np.int64(245)], np.float64(0.07516044228091927))","([np.int64(245)], np.float64(0.2927069551994307))","([np.int64(216), np.int64(245)], np.float64(0.5152061543372922))","([np.int64(98), np.int64(245)], np.float64(0.8456722675203788))"
33,"([np.int64(175)], np.float64(3.180761703630826))","([np.int64(175)], np.float64(0.0026865955135725672))","([np.int64(175)], np.float64(0.09174732678691734))","([np.int64(42), np.int64(62), np.int64(122), np.int64(175), np.int64(224)], np.float64(0.6346402529751944))","([np.int64(122), np.int64(175)], np.float64(0.7382387767110485))"
34,"([np.int64(125)], np.float64(2.833183436156854))","([np.int64(125)], np.float64(0.019183657285972613))","([np.int64(125)], np.float64(0.19855495127381886))","([np.int64(57), np.int64(86), np.int64(125)], np.float64(0.6104254747126526))","([np.int64(125), np.int64(143)], np.float64(0.8406016809790097))"
35,"([], np.float64(8.919341994947148))","([np.int64(13)], np.float64(0.031178004287303756))","([np.int64(13)], np.float64(0.20708330750931345))","([np.int64(13), np.int64(32)], np.float64(0.36016007114250864))","([np.int64(13), np.int64(32), np.int64(63), np.int64(143)], np.float64(0.6197188545825196))"
36,"([], np.float64(8.663930298505583))","([np.int64(148)], np.float64(0.002761735118097648))","([np.int64(148)], np.float64(0.19732449075475286))","([np.int64(79), np.int64(94), np.int64(125), np.int64(148), np.int64(165), np.int64(243)], np.float64(0.5137805021124903))","([np.int64(148), np.int64(243)], np.float64(0.7392277557790433))"
37,"([], np.float64(9.140225955338174))","([np.int64(162)], np.float64(0.1677047650845764))","([np.int64(162)], np.float64(0.7313264699284985))","([np.int64(129), np.int64(162)], np.float64(1.173583220161981))","([np.int64(162), np.int64(180)], np.float64(1.5676405945623326))"
38,"([], np.float64(9.015823347786096))","([np.int64(48)], np.float64(0.0031061764699161633))","([np.int64(48)], np.float64(0.2052368024394853))","([np.int64(48), np.int64(75), np.int64(117)], np.float64(0.7179975387912648))","([np.int64(48)], np.float64(1.2406336265144255))"
39,"([], np.float64(8.781143366084228))","([np.int64(173)], np.float64(0.1028038397075156))","([np.int64(173)], np.float64(0.27225826270811043))","([np.int64(94), np.int64(173), np.int64(220)], np.float64(0.5975764827637363))","([np.int64(173), np.int64(197)], np.float64(0.8611852811923512))"
40,"([], np.float64(9.564987507501655))","([np.int64(30)], np.float64(0.004473109707147675))","([np.int64(30)], np.float64(0.12201031318490145))","([np.int64(30), np.int64(58)], np.float64(0.510746621883281))","([np.int64(30), np.int64(205)], np.float64(0.5957094687726863))"
41,"([], np.float64(8.995688044795301))","([np.int64(90)], np.float64(0.10136678923915997))","([np.int64(90)], np.float64(0.45337693001771207))","([np.int64(90)], np.float64(0.5127450640439578))","([np.int64(90)], np.float64(0.9441782868481773))"
42,"([], np.float64(8.84345966818563))","([np.int64(69)], np.float64(0.07225835768292944))","([np.int64(69)], np.float64(0.5766029408019224))","([np.int64(10), np.int64(69), np.int64(90), np.int64(180)], np.float64(0.7816544628630739))","([np.int64(69), np.int64(230)], np.float64(0.9249489199988196))"
43,"([], np.float64(8.900101266505938))","([np.int64(47), np.int64(149)], np.float64(0.254722386182681))","([np.int64(149)], np.float64(0.6786180521375718))","([np.int64(130), np.int64(149), np.int64(215)], np.float64(0.8702012134803687))","([np.int64(15), np.int64(38), np.int64(83), np.int64(149), np.int64(155), np.int64(169), np.int64(187), np.int64(197), np.int64(199)], np.float64(1.839689640863289))"
44,"([np.int64(227)], np.float64(0.4196442013038552))","([np.int64(227)], np.float64(0.0036406334259884536))","([np.int64(227)], np.float64(0.07553183331499955))","([np.int64(205), np.int64(227)], np.float64(0.31000257678079923))","([np.int64(123), np.int64(227)], np.float64(0.4030309916485645))"
45,"([], np.float64(9.313145150841718))","([np.int64(100)], np.float64(0.3636175037762364))","([np.int64(100)], np.float64(0.7258164383822516))","([np.int64(42), np.int64(100), np.int64(215)], np.float64(0.6884713756908702))","([np.int64(68), np.int64(100)], np.float64(1.0230343724678483))"
46,"([np.int64(154)], np.float64(0.2043421082731787))","([np.int64(154)], np.float64(0.04273479947282468))","([np.int64(154)], np.float64(0.1474278554473853))","([np.int64(3), np.int64(7), np.int64(154)], np.float64(0.661569334710549))","([np.int64(154)], np.float64(0.8181595752341166))"
47,"([np.int64(39)], np.float64(1.9003037220458923))","([np.int64(39)], np.float64(0.13102152419369936))","([np.int64(39)], np.float64(0.33029729784122835))","([np.int64(39), np.int64(157)], np.float64(0.4215976960311054))","([np.int64(39), np.int64(114), np.int64(116), np.int64(137), np.int64(157), np.int64(202)], np.float64(0.8545687157095004))"
48,"([np.int64(154)], np.float64(6.803571619443838))","([np.int64(154)], np.float64(0.09468665359609661))","([np.int64(154)], np.float64(0.41453037423067385))","([np.int64(20), np.int64(78), np.int64(154)], np.float64(0.7288544605900236))","([np.int64(20), np.int64(46), np.int64(49), np.int64(56), np.int64(69), np.int64(78), np.int64(104), np.int64(154), np.int64(195), np.int64(204)], np.float64(1.5981478459573368))"
49,"([], np.float64(8.80377695894144))","([np.int64(168)], np.float64(0.052443516775627606))","([np.int64(168)], np.float64(0.10462892399702056))","([np.int64(30), np.int64(48), np.int64(77), np.int64(111), np.int64(168), np.int64(204)], np.float64(0.6645751169419961))","([np.int64(46), np.int64(127), np.int64(168), np.int64(200)], np.float64(0.9553373634878742))"
50,"([np.int64(45)], np.float64(6.291749460906101))","([np.int64(45), np.int64(89)], np.float64(0.4757701288471807))","([np.int64(45)], np.float64(0.7862268876550031))","([np.int64(45)], np.float64(0.6730399923540594))","([np.int64(45)], np.float64(1.421483177783381))"
51,"([np.int64(184)], np.float64(1.2887175721415027))","([np.int64(113), np.int64(184)], np.float64(0.029497581515525888))","([np.int64(113), np.int64(184)], np.float64(0.11682556923760759))","([np.int64(25), np.int64(105), np.int64(122), np.int64(146), np.int64(184)], np.float64(0.7343974295854206))","([np.int64(115), np.int64(184)], np.float64(1.0158945578063578))"
52,"([np.int64(16), np.int64(23), np.int64(49), np.int64(61), np.int64(115), np.int64(127), np.int64(192), np.int64(197), np.int64(205), np.int64(207), np.int64(213), np.int64(227)], np.float64(0.1433803734080185))","([np.int64(127)], np.float64(0.07842913167274218))","([np.int64(127)], np.float64(0.18639606591285662))","([np.int64(5), np.int64(7), np.int64(121), np.int64(127), np.int64(133), np.int64(207)], np.float64(0.5136306994301323))","([np.int64(5), np.int64(127)], np.float64(0.7898491304624544))"
53,"([np.int64(6), np.int64(45), np.int64(47), np.int64(81), np.int64(97), np.int64(100), np.int64(103), np.int64(119), np.int64(152), np.int64(173), np.int64(185), np.int64(194), np.int64(230), np.int64(231), np.int64(240), np.int64(244)], np.float64(0.17737785934805872))","([np.int64(97)], np.float64(0.006260822305501091))","([np.int64(97)], np.float64(0.10586632230035346))","([np.int64(81), np.int64(92), np.int64(97), np.int64(103), np.int64(143)], np.float64(0.7025678839505997))","([np.int64(20), np.int64(50), np.int64(81), np.int64(92), np.int64(97), np.int64(225)], np.float64(1.2196143650907598))"
54,"([], np.float64(8.730532803289801))","([np.int64(66)], np.float64(0.07160140336413823))","([np.int64(66)], np.float64(0.31167192040296415))","([np.int64(66), np.int64(96), np.int64(191), np.int64(215)], np.float64(0.8212901505913105))","([np.int64(11), np.int64(37), np.int64(66), np.int64(96), np.int64(130), np.int64(142), np.int64(145), np.int64(146), np.int64(162), np.int64(215)], np.float64(1.2490479549845153))"
55,"([np.int64(7), np.int64(10), np.int64(15), np.int64(22), np.int64(27), np.int64(41), np.int64(51), np.int64(53), np.int64(60), np.int64(76), np.int64(78), np.int64(81), np.int64(82), np.int64(90), np.int64(106), np.int64(109), np.int64(121), np.int64(123), np.int64(137), np.int64(145), np.int64(160), np.int64(176), np.int64(178), np.int64(180), np.int64(194), np.int64(195), np.int64(218), np.int64(232)], np.float64(0.26446722875883233))","([np.int64(41)], np.float64(0.15305547213388906))","([np.int64(41)], np.float64(0.19765128323217473))","([np.int64(17), np.int64(41), np.int64(196), np.int64(248)], np.float64(0.613403855091535))","([np.int64(41)], np.float64(1.463512711051913))"
56,"([np.int64(143)], np.float64(0.46841282233994697))","([np.int64(143)], np.float64(0.13255443078919862))","([np.int64(143)], np.float64(0.3182617402937709))","([np.int64(48), np.int64(143)], np.float64(0.46834103820793815))","([np.int64(48), np.int64(143)], np.float64(0.6171005280607265))"
57,"([], np.float64(9.61715041755841))","([np.int64(38)], np.float64(0.42215651486111017))","([np.int64(38)], np.float64(0.6606749131724219))","([np.int64(38)], np.float64(0.5425273603296675))","([np.int64(38)], np.float64(1.1608791160846186))"
58,"([], np.float64(8.971878822061402))","([np.int64(14)], np.float64(0.20875859920443007))","([np.int64(14)], np.float64(0.2320475644791865))","([np.int64(12), np.int64(14), np.int64(18)], np.float64(0.4917802873797357))","([np.int64(12), np.int64(14), np.int64(106)], np.float64(0.9766341221394552))"
59,"([], np.float64(9.081821366848729))","([np.int64(218)], np.float64(0.12934318013138393))","([np.int64(218)], np.float64(0.41392987813425114))","([np.int64(23), np.int64(73), np.int64(218)], np.float64(1.041074188773918))","([np.int64(86), np.int64(218)], np.float64(1.1466207610188794))"
60,"([], np.float64(8.757016400160207))","([np.int64(88)], np.float64(0.0940811465723493))","([np.int64(88)], np.float64(0.12524114594129013))","([np.int64(24), np.int64(40), np.int64(46), np.int64(50), np.int64(88)], np.float64(0.7628103660828208))","([np.int64(88), np.int64(205)], np.float64(0.6597722656008516))"
61,"([], np.float64(9.401433877330557))","([np.int64(193)], np.float64(0.5427398326154622))","([np.int64(193)], np.float64(0.8537602012787647))","([np.int64(193), np.int64(232), np.int64(240)], np.float64(1.3683774086302807))","([np.int64(23), np.int64(193), np.int64(232)], np.float64(1.7241490475320118))"
62,"([np.int64(82)], np.float64(8.825073924427903))","([np.int64(82)], np.float64(0.1006247824510582))","([np.int64(82)], np.float64(0.41949865597102903))","([np.int64(82), np.int64(112), np.int64(202)], np.float64(0.5621194228133054))","([np.int64(82), np.int64(105), np.int64(205), np.int64(227)], np.float64(0.9179671396408451))"
63,"([], np.float64(8.826954512519034))","([np.int64(188)], np.float64(0.05290165119187826))","([np.int64(188)], np.float64(0.325791604098347))","([np.int64(33), np.int64(153), np.int64(178), np.int64(188), np.int64(192), np.int64(238), np.int64(243)], np.float64(0.6939851675381336))","([np.int64(188)], np.float64(0.9812775293956176))"
64,"([], np.float64(9.310034674750925))","([np.int64(53)], np.float64(0.09521522636181437))","([np.int64(53)], np.float64(0.3682448435968556))","([np.int64(44), np.int64(53), np.int64(73), np.int64(91)], np.float64(0.9547033345420637))","([np.int64(53)], np.float64(1.4977549209347067))"
65,"([np.int64(97)], np.float64(3.682045745637425))","([np.int64(97)], np.float64(0.011366773440661481))","([np.int64(97)], np.float64(0.24054193407503613))","([np.int64(97)], np.float64(0.4326781039132349))","([np.int64(97)], np.float64(0.8163185840823113))"
66,"([np.int64(114)], np.float64(6.139017397910656))","([np.int64(114)], np.float64(0.01657155409163693))","([np.int64(114)], np.float64(0.2844414129350555))","([np.int64(114)], np.float64(0.6249459603091787))","([np.int64(114)], np.float64(1.5556646873185882))"
67,"([np.int64(7)], np.float64(0.8192385453131874))","([np.int64(7)], np.float64(0.3653048108682652))","([np.int64(7)], np.float64(0.5082192235627206))","([np.int64(7), np.int64(68), np.int64(97)], np.float64(0.43997551058795725))","([np.int64(7)], np.float64(0.8469447284653491))"
68,"([np.int64(137)], np.float64(6.9891124856617814))","([np.int64(137)], np.float64(0.0025823453330502313))","([np.int64(137)], np.float64(0.2284656343060706))","([np.int64(95), np.int64(137)], np.float64(0.46281124913087907))","([np.int64(137), np.int64(196)], np.float64(0.7410553930462154))"
69,"([], np.float64(8.651729151006062))","([np.int64(76)], np.float64(0.031070930982934244))","([np.int64(76)], np.float64(0.2830571407229122))","([np.int64(76)], np.float64(0.6892787067990382))","([np.int64(76)], np.float64(1.5285326699620245))"
70,"([], np.float64(8.922825307442729))","([np.int64(22)], np.float64(0.013124847423581686))","([np.int64(22)], np.float64(0.4746982456766276))","([np.int64(22), np.int64(90), np.int64(120), np.int64(124), np.int64(209), np.int64(227)], np.float64(0.9270253826347821))","([], np.float64(8.921206886591426))"
71,"([], np.float64(10.442779526363163))","([np.int64(220)], np.float64(0.5529860089461286))","([np.int64(220)], np.float64(0.5823563756794283))","([np.int64(220)], np.float64(0.3359426346324787))","([np.int64(220), np.int64(226)], np.float64(0.5710729931397065))"
72,"([np.int64(123)], np.float64(0.708695842629333))","([np.int64(123)], np.float64(0.18672435668599904))","([np.int64(123)], np.float64(0.5653010582838109))","([np.int64(123), np.int64(125)], np.float64(0.59434233367856))","([np.int64(123), np.int64(202)], np.float64(0.8076260636055779))"
73,"([], np.float64(9.402356293846182))","([np.int64(242)], np.float64(0.034692375654227885))","([np.int64(242)], np.float64(0.242720319732859))","([np.int64(242)], np.float64(0.5367534864180523))","([np.int64(242)], np.float64(1.0690602851150344))"
74,"([], np.float64(9.175810590735535))","([np.int64(138)], np.float64(0.0007803076892056664))","([np.int64(138)], np.float64(0.14177783775198413))","([np.int64(18), np.int64(24), np.int64(117), np.int64(138), np.int64(164), np.int64(199)], np.float64(0.7688398587120064))","([np.int64(117), np.int64(138), np.int64(155), np.int64(199)], np.float64(0.6377608859631532))"
75,"([np.int64(84)], np.float64(6.883644184428072))","([np.int64(84)], np.float64(0.09550447277927657))","([np.int64(84)], np.float64(0.3545289798575869))","([np.int64(27), np.int64(31), np.int64(84), np.int64(240), np.int64(246)], np.float64(0.8657167546114829))","([np.int64(84)], np.float64(1.3398402696318568))"
76,"([], np.float64(8.831389977451293))","([np.int64(216)], np.float64(0.02772078055731085))","([np.int64(216)], np.float64(0.19740477522861283))","([np.int64(5), np.int64(43), np.int64(112), np.int64(216)], np.float64(0.6895727121837765))","([np.int64(168), np.int64(216)], np.float64(1.2329436630835058))"
77,"([np.int64(14)], np.float64(1.4895604239884983))","([np.int64(14)], np.float64(0.21235488867888808))","([np.int64(14)], np.float64(0.23164346722639084))","([np.int64(14), np.int64(63), np.int64(191), np.int64(206)], np.float64(0.49164004614207696))","([np.int64(14), np.int64(206)], np.float64(1.3064513988645077))"
78,"([np.int64(0), np.int64(8), np.int64(19), np.int64(27), np.int64(32), np.int64(39), np.int64(62), np.int64(70), np.int64(72), np.int64(73), np.int64(75), np.int64(83), np.int64(84), np.int64(99), np.int64(124), np.int64(140), np.int64(143), np.int64(145), np.int64(158), np.int64(159), np.int64(163), np.int64(165), np.int64(168), np.int64(181), np.int64(185), np.int64(187), np.int64(192), np.int64(193), np.int64(196), np.int64(198), np.int64(204), np.int64(211), np.int64(218), np.int64(223), np.int64(224), np.int64(228), np.int64(239), np.int64(241)], np.float64(0.3446121964408983))","([np.int64(224)], np.float64(0.04156119644527952))","([np.int64(224)], np.float64(0.2038800775880115))","([np.int64(22), np.int64(94), np.int64(224), np.int64(239)], np.float64(0.6347277093463181))","([np.int64(224), np.int64(239)], np.float64(0.8454309888511137))"
79,"([], np.float64(9.615460485229523))","([np.int64(133)], np.float64(0.14636451234688955))","([np.int64(133)], np.float64(0.2106208613360423))","([np.int64(6), np.int64(112), np.int64(133), np.int64(185), np.int64(216)], np.float64(0.5473115024364821))","([np.int64(133), np.int64(156)], np.float64(1.0281780955827473))"
80,"([np.int64(125)], np.float64(4.438426882162807))","([np.int64(125)], np.float64(0.08176066240372869))","([np.int64(125)], np.float64(0.04391134697778401))","([np.int64(91), np.int64(125), np.int64(197)], np.float64(0.44632044865912435))","([np.int64(91), np.int64(116), np.int64(125)], np.float64(0.7851493683264305))"
81,"([np.int64(46)], np.float64(3.2623273186162773))","([np.int64(46)], np.float64(0.01931106645981078))","([np.int64(46), np.int64(73)], np.float64(0.0949861400189241))","([np.int64(7), np.int64(46)], np.float64(0.46514138940119854))","([np.int64(46), np.int64(60), np.int64(176), np.int64(208)], np.float64(1.0014972811909026))"
82,"([], np.float64(9.140205213102483))","([np.int64(67)], np.float64(0.48190544053061807))","([np.int64(67)], np.float64(0.6622045674336301))","([np.int64(18), np.int64(67), np.int64(83)], np.float64(1.457443142835438))","([np.int64(67), np.int64(83), np.int64(132)], np.float64(1.4912190458936516))"
83,"([], np.float64(8.579616384734436))","([np.int64(83)], np.float64(0.0025384566431032895))","([np.int64(83)], np.float64(0.16155902994591542))","([np.int64(29), np.int64(47), np.int64(83)], np.float64(0.6531431306763439))","([np.int64(83), np.int64(139)], np.float64(0.8604353427066843))"
84,"([np.int64(169)], np.float64(6.066216834927254))","([np.int64(169)], np.float64(0.1700658195883111))","([np.int64(169)], np.float64(0.46089713559959633))","([np.int64(68), np.int64(169), np.int64(216)], np.float64(0.4869064277262238))","([np.int64(169), np.int64(216)], np.float64(1.0157364187960776))"
85,"([], np.float64(9.152958709746468))","([np.int64(50)], np.float64(0.00969117739995804))","([np.int64(50)], np.float64(0.20598450898637705))","([np.int64(50), np.int64(99), np.int64(190), np.int64(207)], np.float64(0.521618515877519))","([np.int64(50)], np.float64(0.9238178188402025))"
86,"([np.int64(140)], np.float64(1.9422841697754003))","([np.int64(140)], np.float64(0.040527232446147095))","([np.int64(140)], np.float64(0.03274749353886766))","([np.int64(140)], np.float64(0.47285388279994245))","([np.int64(100), np.int64(108), np.int64(140)], np.float64(0.8935450443852371))"
87,"([np.int64(49)], np.float64(0.41132331908182906))","([np.int64(49)], np.float64(0.008993544046873119))","([np.int64(49)], np.float64(0.25989367424055))","([np.int64(49), np.int64(102), np.int64(144), np.int64(248)], np.float64(0.45386723424271774))","([np.int64(13), np.int64(49), np.int64(233), np.int64(248)], np.float64(0.8392658719207322))"
88,"([np.int64(76)], np.float64(0.3571658367724042))","([np.int64(76)], np.float64(0.017506679485314553))","([np.int64(76)], np.float64(0.1704025555675645))","([np.int64(41), np.int64(76), np.int64(80)], np.float64(0.44073486185519367))","([np.int64(76), np.int64(80)], np.float64(0.9684697006283309))"
