run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
23,"([16, 23, 28, 34, 39, 47], 6.631909809695429)","([38], 218.32323636202352)"
24,"([4, 6, 15, 33, 37, 39], 5.497599472145528)","([], 226.08365322377927)"
25,"([4, 10, 29, 34, 42, 46], 7.078373281419693)","([4, 29], 236.10636150262596)"
26,"([8, 9, 21, 27, 28, 39], 12.50136380393041)","([8, 9], 216.12403950682827)"
27,"([2, 12, 30, 35, 39, 49], 14.349312117220796)","([], 212.6351190199583)"
28,"([1, 3, 8, 20, 44, 48], 7.254369172916939)","([], 211.68746272425082)"
29,"([0, 9, 42, 45], 73.24772880992815)","([], 195.23388913431668)"
30,"([14, 17, 25, 31, 42, 45], 5.4731460215905665)","([17, 45], 202.59819480585836)"
31,"([6, 8, 19, 26, 35, 40], 6.697308947851552)","([6, 35], 217.80166750887608)"
32,"([7, 12, 39, 48], 79.11931650428049)","([], 214.2536485515076)"
33,"([19, 30, 35, 37, 38, 40], 5.185286874895226)","([], 221.43852259040898)"
34,"([7, 15, 20, 23, 30, 34], 6.690329488477615)","([], 223.20536026084474)"
35,"([3, 10, 16, 33, 34], 65.39953616988142)","([3, 10], 198.21859926914902)"
36,"([2, 9, 13, 28, 29, 30], 4.428856115018989)","([2, 29], 214.73988135246879)"
37,"([6, 21, 24, 27, 41, 45], 12.407370399141517)","([], 222.61676620208303)"
38,"([4, 19, 30, 32], 89.45773484110052)","([], 230.19550083961454)"
39,"([1, 10, 17, 20, 46, 48], 13.37606789842378)","([], 233.26642971619415)"
40,"([3, 5, 22, 25, 27, 33], 6.546584018710086)","([], 214.6830402560764)"
41,"([4, 5, 12, 22, 30, 38], 0.09789254640652269)","([], 219.11674481447793)"
42,"([2, 14, 17], 133.99220445072314)","([], 210.77170224093595)"
43,"([1, 15, 19, 22, 37, 43], 5.765627131749549)","([15, 43], 229.99671869328088)"
44,"([6, 8, 10, 23, 47, 49], 13.686861137958035)","([], 204.82999871608104)"
45,"([9, 15, 20, 32, 35, 43], 7.508884950768767)","([], 211.0467725606182)"
46,"([1, 3, 8, 27, 37, 44], 4.892627475841644)","([37, 44], 218.54425954204785)"
47,"([14, 16, 23, 31, 34, 46], 6.706102339799574)","([], 221.69051874803841)"
48,"([0, 8, 13, 31, 44, 45], 14.422376014325426)","([16], 205.61330165413491)"
49,"([4, 8, 10, 15, 28, 48], 0.11986237118670666)","([10, 28], 217.26366141569386)"
50,"([2, 9, 10, 33, 40, 41], 5.103494871937303)","([9, 41], 216.1328489627728)"
51,"([5, 11, 22, 34, 39, 44], 14.396886928488053)","([], 212.7695879648781)"
52,"([8, 17, 19, 22, 31, 44], 14.829673571467332)","([41], 211.62513178345742)"
53,"([8, 12, 15, 26, 46, 49], 7.185901689390443)","([], 218.72595369281143)"
54,"([3, 11, 12, 13, 16, 25], 4.872058467264756)","([], 212.62888926018175)"
55,"([4, 20, 36, 38], 86.66573895014979)","([], 224.51035991277254)"
56,"([0, 9, 38, 43, 46, 47], 13.254869050768066)","([43, 47], 197.85807997890578)"
57,"([4, 24, 27, 35, 37, 48], 4.349266454352186)","([35, 37], 207.21948769416068)"
58,"([14, 19, 20, 22, 30, 32], 13.475413066899263)","([], 235.95083210542936)"
59,"([2, 13, 18, 25, 27, 30], 5.151769701700468)","([], 222.72615374388064)"
60,"([16, 20, 25, 29, 32, 38], 7.658000036808135)","([], 239.09013685496984)"
61,"([5, 30, 33, 36], 76.19931615943229)","([5, 30], 199.98518304122274)"
62,"([8, 14, 27, 39], 74.81714508186377)","([], 202.1549131225191)"
63,"([0, 14, 33, 40, 42, 44], 0.08655263785936566)","([], 224.29161514871433)"
64,"([2, 9, 24, 30, 31, 46], 0.10323048812316524)","([], 215.98398217656043)"
65,"([8, 12, 24, 42, 45, 47], 0.062180651347777414)","([45], 204.07648082644923)"
66,"([10, 15, 18, 27, 38, 44], 4.905668599567349)","([], 210.30395775305806)"
67,"([0, 3, 23, 30, 31, 39], 14.160778562625158)","([], 210.87013938238613)"
68,"([13, 18, 21, 34, 35, 40], 5.376073182143363)","([], 221.41341861027914)"
69,"([0, 5, 13, 17, 43, 49], 14.664719998094899)","([43, 49], 204.55036043944824)"
70,"([21, 27, 30, 37, 38, 43], 12.902042661367961)","([21, 37], 209.3016630111082)"
71,"([3, 7, 16, 17, 20, 22], 8.02675561530846)","([16], 225.16228039199632)"
72,"([14, 23, 34, 35, 36, 47], 7.632026768180873)","([], 218.29156989026518)"
73,"([3, 20, 28, 31, 37, 39], 0.19678095315950955)","([], 210.24634089923737)"
74,"([5, 15, 19, 34, 35, 49], 0.08918424696113235)","([5, 34], 205.69293366265916)"
75,"([0, 5, 8, 12, 25, 27], 0.0587120164083708)","([], 200.09501608554967)"
76,"([3, 4, 14, 29, 30, 36], 6.8106449353164615)","([29, 36], 214.15479859944523)"
77,"([1, 2, 7, 27, 29, 33], 5.35806629391312)","([1, 29], 219.3539246451786)"
78,"([28, 34, 35, 37], 65.71532297491306)","([], 215.11866455516324)"
79,"([9, 20, 22, 33, 34, 42], 13.538938508267911)","([9, 22], 205.5515498130526)"
80,"([1, 19, 20, 21, 35, 38], 4.550759218751685)","([], 221.4347335115223)"
81,"([11, 13, 23, 26, 32, 33], 0.22705138408085007)","([], 200.2720926237897)"
82,"([14, 24, 25, 27], 78.2333874954972)","([14, 25], 215.05795496459578)"
83,"([20, 25, 43, 47, 48], 79.36807839385153)","([], 203.4987448815211)"
84,"([15, 23, 29, 37, 47, 49], 7.635610359887025)","([29, 49], 222.88750562370413)"
85,"([10, 22, 25, 32, 39, 46], 5.22011299341415)","([], 212.47881086397973)"
86,"([1, 32, 40, 45, 47, 48], 7.54189818135172)","([], 209.15523713553992)"
87,"([0, 3, 24, 47, 48, 49], 83.13469910645169)","([33], 217.82581916173456)"
88,"([2, 4, 14, 17, 26, 38], 14.010153153290178)","([4, 26], 222.74396588720398)"
89,"([14, 15, 19, 34, 41, 43], 14.291736587987682)","([], 221.88774128995115)"
90,"([4, 17, 21, 32, 34, 40], 13.232938436082113)","([], 229.3398037306649)"
91,"([2, 16, 21, 30], 74.93122564887581)","([], 235.22907438863828)"
92,"([1, 4, 8, 42, 46, 49], 4.562494476655775)","([], 212.93384824797664)"
93,"([0, 1, 4, 8, 32, 47], 4.713560579637042)","([], 214.8530149022557)"
94,"([7, 23, 24, 28, 29, 38, 46], 4.516250206503681)","([], 212.85097053669563)"
95,"([0, 8, 28, 44, 47, 48], 6.047367404803025)","([8], 204.76760387585398)"
96,"([1, 4, 35, 39, 45, 46], 0.2795393462801358)","([], 214.0022292549484)"
97,"([5, 13, 15, 22, 39, 40], 15.82253275497082)","([], 202.885881629036)"
98,"([6, 7, 24, 26, 28, 34], 5.156554508136507)","([6, 7], 227.0233566813463)"
99,"([18, 26, 35, 36, 47, 48], 6.833252269588151)","([18, 36], 214.4175551343424)"
