run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
31,"([10, 16, 19, 24, 30, 37, 38], 169.7545797911873)","([], 306.4607903270063)"
32,"([3, 14, 15, 29, 42, 43], 111.68956341707505)","([], 326.874811493187)"
33,"([3, 21, 32, 38, 39, 40], 98.00902187247351)","([], 287.78449081455125)"
34,"([4, 8, 10, 19, 37, 41, 44, 46], 126.47438302908198)","([], 280.70169178456763)"
35,"([3, 6, 7, 13, 23, 25, 27, 49], 10.782832638396325)","([], 276.5818815046705)"
36,"([13, 14, 38, 43], 145.554370129106)","([13, 43], 264.0319216291967)"
37,"([3, 12, 16, 41, 43, 49], 86.2173882816209)","([], 315.24567349565785)"
38,"([6, 17, 22, 28, 36, 43, 44, 49], 14.464092279361626)","([], 284.0551329510971)"
39,"([0, 7, 11, 14, 15, 20, 26, 28], 72.73925403340064)","([], 307.2381635048385)"
40,"([4, 7, 8, 21, 38, 42, 45, 48], 5.4884143322613514)","([], 275.56047972103755)"
41,"([3, 16, 17, 24, 29, 33, 38, 41], 0.14208222423030878)","([], 317.749807952487)"
42,"([0, 9, 12, 20, 26, 32], 96.06120268231197)","([], 289.57909511440874)"
43,"([1, 10, 11, 17, 31, 32, 39, 41], 14.14469317561117)","([], 285.99578233909824)"
44,"([4, 7, 23, 24, 29, 38, 44, 48], 22.50166832091732)","([], 284.1566257421476)"
45,"([0, 2, 11, 13, 17, 32, 36, 42], 1.5996746012204441)","([], 316.29405441346705)"
46,"([8, 29, 32, 38, 39, 43, 44, 45], 17.798353820582044)","([8, 43], 275.960853092752)"
47,"([8, 12, 25, 29, 31, 32, 44], 78.26175648440103)","([], 298.67161631750685)"
48,"([4, 5, 9, 11, 33, 34, 37, 49], 0.7025403868150868)","([], 266.0400884287346)"
49,"([11, 14, 25, 31, 34, 40, 43, 47, 49], 23.073399481974544)","([], 284.1394042643627)"
50,"([15, 31, 33, 34, 35, 39, 46], 113.56546441228538)","([], 297.3031665517158)"
51,"([15, 16, 19, 28, 45, 47], 92.53960418759333)","([], 318.75896473877015)"
52,"([9, 13, 16, 22, 28, 31], 81.39840363821324)","([], 290.18347272032946)"
53,"([0, 8, 17, 25, 26, 29, 34, 41], 14.508625306140829)","([], 295.857358870781)"
54,"([1, 16, 23, 27, 31, 38, 41, 44], 12.507814382364767)","([], 276.28478116666406)"
55,"([3, 15, 18, 25, 31, 32, 40, 48], 131.44620130547997)","([18], 306.57305167535)"
56,"([4, 16, 24, 31, 37, 42, 45], 176.6819480380659)","([], 276.54511733004006)"
57,"([16, 23, 25, 30, 36, 38, 44], 94.8476861883018)","([], 313.58099780846527)"
58,"([4, 5, 6, 7, 8, 30, 38, 44], 12.71640567261854)","([], 279.9742198874244)"
59,"([2, 24, 33, 35, 37, 44], 81.58735466539336)","([], 285.31220070743944)"
60,"([5, 8, 12, 23, 30, 38, 43, 45], 0.9588055851054262)","([], 256.71420541802394)"
61,"([3, 5, 8, 19, 37, 43, 46, 48], 13.295293530558336)","([], 296.909385409193)"
62,"([0, 11, 13, 27, 33, 42, 45, 49], 15.231240472546814)","([], 300.59880653008247)"
63,"([4, 7, 22, 34, 36, 37, 38, 49], 7.73123465119268)","([], 280.16623933274496)"
64,"([22, 25, 28, 35, 41, 49], 79.68591373945866)","([], 286.61722624726633)"
65,"([9, 23, 26, 30, 37, 39, 42], 181.0223452691984)","([], 301.1228961574989)"
66,"([0, 5, 8, 10, 15, 18, 24, 39], 68.0449850022146)","([16], 285.6601285624299)"
67,"([18, 22, 23, 32, 34, 49], 86.94550731390034)","([], 276.35677256044283)"
68,"([7, 9, 21, 25, 30, 33, 37, 41], 15.470780445502522)","([30, 37], 296.1594490251492)"
69,"([5, 10, 17, 28, 40, 44, 46, 47], 66.67800382877019)","([], 251.26650017849786)"
70,"([1, 2, 4, 5, 12, 16, 18, 43], 84.31235798044585)","([2, 43], 269.0227305599602)"
71,"([7, 11, 14, 22, 24, 32, 38, 41], 0.4597770975285912)","([], 296.79837069752955)"
72,"([14, 20, 23, 26, 36, 43, 48], 89.2755677934747)","([], 285.29373231240584)"
73,"([4, 5, 14, 18, 21, 29, 31], 83.42663575088308)","([], 291.6764268346255)"
74,"([6, 7, 12, 31, 34], 151.20427791847638)","([], 301.15855964647966)"
75,"([6, 9, 29, 35, 40, 46], 108.2923228817696)","([], 314.7182465786563)"
76,"([1, 16, 24, 25, 43, 47], 105.97781667576018)","([24, 43], 315.0826039999665)"
77,"([2, 8, 11, 13, 16, 37, 49], 76.4904945607683)","([13, 37], 268.76261878563116)"
78,"([16, 21, 26, 31, 32, 45], 85.37630741114748)","([], 307.11881557879855)"
79,"([2, 9, 15, 16, 21, 36, 41, 49], 29.109666181980813)","([], 310.591882589857)"
80,"([14, 26, 27, 48], 166.2942376528898)","([], 297.8639523075765)"
81,"([1, 6, 8, 21, 27, 31], 80.91793385013801)","([], 288.00759797649226)"
82,"([15, 21, 23, 27, 39, 44], 97.78762587119779)","([], 262.11844769429166)"
83,"([3, 5, 9, 10, 14, 35], 78.7693389531155)","([], 277.22206439383757)"
84,"([9, 15, 16, 30, 35, 37, 40, 48], 23.20990669831221)","([], 289.0858960859181)"
85,"([6, 13, 15, 16, 30, 31, 35, 36], 82.14408949225556)","([], 301.29376026037846)"
86,"([2, 3, 4, 8, 19, 24, 31, 33], 31.874340252994)","([], 286.9928476012067)"
87,"([15, 18, 19, 21, 31, 46], 71.80927984308374)","([19, 21], 303.99148466622506)"
88,"([0, 17, 22, 33, 40, 41, 46, 47], 7.6354911706412185)","([0, 41], 273.4726791850957)"
89,"([3, 6, 12, 23, 27, 28, 43, 47], 27.14605433842937)","([], 302.16131967641655)"
90,"([26, 27, 34, 37, 48, 49], 67.37022573735396)","([], 263.9846634213778)"
91,"([7, 14, 20, 27, 28, 34, 46], 179.93683783941205)","([], 290.54259058190473)"
92,"([0, 9, 11, 15, 16, 24, 26, 34], 12.344716251231242)","([], 283.03140592487483)"
93,"([15, 18, 25, 32, 35, 47], 85.67709160314294)","([], 317.9806108321502)"
94,"([0, 24, 27, 29, 34, 48], 86.20446743147188)","([], 294.49917945641056)"
95,"([1, 2, 5, 11, 17, 37], 73.24761112955798)","([], 270.07152474169095)"
96,"([9, 11, 22, 23, 31, 40, 43, 48], 0.3899422875246859)","([11, 40], 272.8148220800379)"
97,"([4, 5, 18, 19, 20, 29, 30, 46], 13.60386283259327)","([4, 5], 298.7901968435758)"
98,"([6, 8, 9, 10, 12, 44, 49], 84.25766838993252)","([44, 49], 271.75707117830603)"
99,"([2, 3, 5, 7, 10, 18, 20], 98.48671219218473)","([], 275.7939146687832)"
