run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
21,"([0, 3, 5, 7, 16, 17, 18, 19, 23, 28, 44, 48], 504.40094839841373)","([], 655.9947607972638)"
22,"([0, 1, 10, 12, 15, 17, 21, 23, 26, 27, 29, 33, 39, 46], 646.4144088301086)","([], 688.7917835030026)"
23,"([11, 12, 15, 19, 26, 30, 31, 37, 38, 43], 605.7934369804173)","([43], 651.1306463691357)"
24,"([2, 3, 5, 8, 9, 12, 15, 18, 22, 27, 43], 561.7012813313512)","([], 702.7413652036672)"
25,"([0, 7, 8, 17, 23, 26, 38, 41], 657.5339952378627)","([], 703.6982721634263)"
26,"([4, 5, 14, 15, 23, 34, 35, 36, 42, 43], 575.830165230772)","([], 702.2201907225394)"
27,"([1, 2, 3, 4, 8, 17, 18, 21, 27, 35, 38, 43], 570.5343389188612)","([], 691.6370810389575)"
28,"([3, 9, 13, 27, 28, 32, 33, 44, 45, 49], 499.48342536181974)","([], 693.6591681657889)"
29,"([1, 7, 24, 27, 30, 35, 38, 47, 48], 535.2894982274695)","([], 660.7278918395668)"
30,"([2, 3, 15, 21, 24, 33, 36, 46, 47, 49], 506.9767444081543)","([], 621.568702006463)"
31,"([13, 14, 19, 28, 30, 32, 34, 42, 44], 567.0970920614282)","([], 688.6956087996385)"
32,"([2, 3, 5, 7, 15, 24, 29, 35, 38, 43], 496.1807501244301)","([], 667.6548740578936)"
33,"([0, 4, 7, 18, 21, 28, 42, 44, 45, 48], 518.9150520423868)","([], 653.0788442151137)"
34,"([1, 17, 19, 26, 32, 45, 49], 618.7683295984904)","([], 688.7125010286368)"
35,"([7, 8, 12, 22, 24, 25, 29, 35, 41], 525.2844286795287)","([], 634.0459855733908)"
36,"([11, 19, 23, 26, 28, 29, 33, 34], 463.3258809600807)","([], 711.7685075722334)"
37,"([1, 3, 4, 7, 8, 20, 23, 25, 31, 34, 35, 43, 46], 485.95202578073054)","([], 595.7825939822776)"
38,"([5, 13, 18, 25, 27, 29, 36, 43], 470.7552512152778)","([], 614.4762850575382)"
39,"([4, 6, 11, 14, 18, 19, 21, 23, 26, 28, 37], 463.1933657394068)","([4], 616.1761687847136)"
40,"([1, 2, 6, 8, 17, 21, 30, 31, 42, 47], 565.6627601978449)","([], 659.6676318592781)"
41,"([11, 13, 24, 25, 28, 29, 30, 45, 47], 549.1259572771187)","([], 666.7165741374115)"
42,"([10, 17, 22, 27, 29, 33, 34, 36, 42, 43, 44, 47], 581.6643123690602)","([], 609.3182922476705)"
43,"([2, 7, 29, 37, 45], 546.4614981944954)","([], 630.9815291368468)"
44,"([2, 14, 19, 22, 25, 30, 31, 33, 37, 43, 46, 47], 410.9069594225852)","([], 664.2326785932602)"
45,"([5, 13, 15, 16, 21, 24, 30, 34, 37], 532.766373590376)","([], 666.1480519834264)"
46,"([4, 8, 12, 15, 34, 37, 45], 544.162819120805)","([], 673.3005557027672)"
47,"([4, 11, 16, 21, 29, 30, 36, 37, 40, 41, 47], 503.7775068018463)","([], 705.0626139441829)"
48,"([1, 3, 13, 15, 16, 23, 24, 27, 30, 32, 37, 41, 45, 49], 528.7267434503722)","([], 631.0684017719228)"
49,"([0, 4, 7, 11, 13, 15, 18, 21, 28, 30], 559.9223238267517)","([], 627.3363176093679)"
50,"([4, 5, 12, 15, 21, 23, 25, 31, 32, 36, 44], 486.17055684923)","([], 613.4981944405617)"
51,"([1, 3, 10, 12, 19, 21, 30, 33, 38, 41, 44], 522.0167958696461)","([], 647.1974401728788)"
52,"([2, 6, 8, 13, 15, 16, 29, 33, 35, 39, 48], 566.6962490739652)","([], 682.3383878378766)"
53,"([5, 8, 11, 13, 15, 20, 31, 32, 33, 44, 46], 487.47683135305346)","([], 627.9811729343774)"
54,"([3, 12, 21, 27, 36, 37, 47], 543.4666199293965)","([], 674.6128083916058)"
55,"([0, 1, 3, 13, 18, 19, 21, 25, 29, 30, 31, 32, 35, 37, 39, 41], 535.7009959800974)","([], 686.4862412148693)"
56,"([4, 5, 6, 9, 14, 16, 19, 23, 24, 31, 42, 43, 47, 48], 421.99574396333367)","([], 631.1963572365069)"
57,"([7, 15, 26, 30, 33, 35, 38, 47], 485.8612625439309)","([], 637.7114036402202)"
58,"([5, 11, 12, 21, 24, 27, 29, 34, 35, 45, 48], 557.0995607299429)","([], 663.7552587563827)"
59,"([8, 9, 11, 16, 31, 41, 45], 446.47003004332663)","([], 616.0797416819232)"
60,"([1, 3, 7, 13, 16, 20, 29, 33, 35, 49], 582.3231104129399)","([], 677.6514607520155)"
61,"([3, 8, 10, 22, 24, 26, 32, 38, 41, 42, 44], 565.6782661500617)","([], 697.110226207848)"
62,"([3, 5, 9, 21, 24, 27, 28, 29, 37, 44, 48, 49], 576.7717440982324)","([], 684.1435782758996)"
63,"([0, 18, 25, 32, 34, 37, 42], 531.2917279368992)","([], 648.2035122685392)"
64,"([7, 10, 13, 14, 15, 20, 29, 36, 44, 46, 49], 513.1311642052663)","([], 680.8766221767859)"
65,"([4, 18, 19, 21, 25, 26, 27, 33, 37, 40, 47], 594.6874392700349)","([], 699.4108354183812)"
66,"([3, 4, 7, 10, 16, 19, 20, 21, 29, 33, 39, 40, 47], 538.8404097105175)","([], 663.442834227096)"
67,"([4, 5, 6, 8, 10, 13, 14, 16, 18, 22, 24, 26, 32, 33, 37, 38, 39, 40, 44], 467.79143773765344)","([], 621.5899289587898)"
68,"([1, 6, 10, 18, 22, 23, 24, 30, 31, 38, 43, 44, 45], 483.8823481918112)","([], 592.1531817049254)"
69,"([0, 5, 8, 13, 16, 19, 24, 30, 33, 38, 42, 49], 481.9871593817089)","([], 683.6290649364887)"
70,"([3, 9, 13, 24, 27, 30, 33, 36, 40, 49], 422.1700300233955)","([], 623.3783477838322)"
71,"([10, 22, 27, 28, 29, 35, 37, 42, 43], 517.0018571301399)","([], 603.5880298303273)"
72,"([3, 14, 29, 30, 31, 36, 37, 38, 41, 44, 48, 49], 567.6860470676734)","([], 627.8624733741594)"
73,"([1, 2, 3, 4, 7, 8, 10, 20, 33, 36, 38], 629.9230660226859)","([], 700.8294625153507)"
74,"([0, 11, 16, 19, 21, 29, 33, 44, 46], 625.4128551030664)","([], 691.5010409631458)"
75,"([2, 3, 15, 19, 31, 32, 42, 43], 500.28322552679265)","([], 587.3195899011174)"
76,"([10, 11, 14, 15, 26, 27, 30, 31, 39, 42, 43, 47, 49], 460.0898576010007)","([], 631.6950057382152)"
77,"([3, 11, 12, 18, 27, 30, 32, 40, 49], 436.50006486012524)","([], 614.0910318157886)"
78,"([2, 5, 18, 22, 27, 38, 41, 42], 471.90408603513436)","([], 662.4559319164911)"
79,"([0, 2, 9, 11, 14, 16, 19, 22, 37, 43, 47], 645.0557942095791)","([], 670.2337111913946)"
80,"([4, 9, 11, 12, 18, 21, 36, 39, 44], 572.5020182262384)","([], 624.5690005163713)"
81,"([2, 5, 14, 26, 33, 34, 38, 46], 642.890200059313)","([], 666.7709149559466)"
82,"([0, 9, 11, 16, 23, 29, 32, 39, 42, 43, 48, 49], 508.2448988220082)","([], 628.4027234457656)"
83,"([4, 8, 9, 10, 21, 22, 24, 27, 28, 31, 34, 38, 39, 41, 42], 490.1399140823046)","([], 736.5607518679369)"
84,"([4, 5, 14, 20, 28, 34, 40, 43, 48], 525.9885167549286)","([28], 654.7868441695002)"
85,"([3, 6, 8, 10, 14, 15, 17, 28, 32, 33, 34, 37, 38, 41, 44], 506.294312882886)","([], 634.9683109869558)"
86,"([1, 8, 23, 25, 26, 27, 30, 36, 40, 41, 43], 527.5456075049003)","([], 661.8497486490393)"
87,"([0, 1, 3, 7, 8, 17, 24, 43, 44], 552.3204663359511)","([], 679.5634186114555)"
88,"([3, 7, 10, 13, 17, 18, 20, 22, 38, 43], 440.77571311385)","([], 639.8143227887)"
89,"([3, 4, 7, 13, 14, 17, 18, 22, 24, 27, 29, 31, 41, 48, 49], 475.8782891665506)","([], 698.5992829816295)"
90,"([10, 11, 13, 15, 17, 20, 22, 29, 31, 34, 41, 45, 49], 489.71142842449075)","([], 662.3177236435366)"
91,"([9, 12, 14, 19, 24, 26, 31, 32, 33, 37, 38], 521.8892213407181)","([], 636.3895328175772)"
92,"([5, 9, 10, 20, 28, 30, 42, 46, 49], 502.4902091671786)","([], 657.8404114404414)"
93,"([1, 8, 18, 25, 26, 36, 38, 41, 43, 44, 48], 541.8320996596143)","([], 644.4885543744475)"
94,"([0, 11, 12, 16, 19, 22, 28, 32, 38, 40, 47], 554.2187481450193)","([], 682.3354415495003)"
95,"([1, 2, 3, 4, 6, 12, 15, 21, 29, 30, 37, 43], 519.6321081915055)","([], 659.5295841607692)"
96,"([10, 14, 21, 25, 28, 38, 40, 41, 48], 565.8963509627487)","([], 682.2641305653955)"
97,"([0, 8, 19, 20, 21, 22, 28, 35, 42, 47, 49], 558.9638325376905)","([], 659.3376147824556)"
98,"([3, 9, 11, 13, 14, 15, 21, 23, 24, 29, 33, 41, 43, 44, 46, 49], 542.666290154335)","([], 624.0457526627018)"
99,"([19, 20, 32, 37, 39, 40, 43, 49], 479.404598420189)","([], 611.9356512904678)"
