run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
25,"([0, 16, 40, 47], 0.07437751065856679)","([0, 40], 127.11975075287855)"
26,"([11, 16, 17, 19], 0.0396951243788469)","([], 139.7215480418832)"
27,"([0, 12, 25, 43], 6.668174283079312)","([0, 25], 136.78113563294673)"
28,"([1, 3, 9, 21], 0.11136339536401119)","([1, 3], 139.712826650228)"
29,"([3, 5, 12, 13], 0.31143340708906864)","([12, 13], 126.11392975976473)"
30,"([0, 21, 34, 41], 0.16743784844591095)","([21, 34], 133.97880447133232)"
31,"([21, 26, 29, 39], 0.3432803309953325)","([21, 29], 136.47801973288006)"
32,"([0, 24, 36, 44], 0.04433541292527462)","([0, 44], 123.47554970132192)"
33,"([5, 6, 18, 26], 5.986049046847521)","([], 136.96667615623662)"
34,"([23, 30, 33, 40], 0.12031250204701804)","([23, 40], 148.42804017087568)"
35,"([15, 38, 42, 45], 7.494089280497141)","([], 156.50795265369655)"
36,"([8, 32, 34, 49], 0.07563004831782902)","([], 133.0162723662267)"
37,"([5, 36, 40, 43], 0.07571418996050557)","([43], 142.24263792198025)"
38,"([14, 37, 38, 44], 0.0627047983965933)","([38, 44], 141.39032658585538)"
39,"([1, 23, 32, 43], 0.18145687591520898)","([23, 43], 136.4628949467989)"
40,"([6, 21, 33, 34], 0.07744043593943714)","([21, 33], 129.39197098805835)"
41,"([1, 6, 20, 47], 6.215603568451379)","([1, 6], 138.52254835549553)"
42,"([15, 36, 39, 49], 0.04213606844441301)","([], 146.29182534752658)"
43,"([5, 6, 7, 41], 0.03334238063121859)","([], 135.6471257310982)"
44,"([24, 27, 31, 36], 0.04906117391812045)","([24, 27], 132.84380634964955)"
45,"([36, 41], 76.84750848343221)","([], 139.58707772581175)"
46,"([8, 13, 15, 19], 0.025673172279214687)","([], 156.40118152394692)"
47,"([14, 39, 42, 49], 7.014187223290015)","([39, 49], 139.86005507533406)"
48,"([3, 12, 23, 27, 29], 7.278017457821753)","([], 146.46045605544546)"
49,"([12, 18, 26, 36], 0.2213065507065432)","([12, 18], 143.97637592520297)"
50,"([0, 23, 30, 36], 6.4408899566246784)","([], 152.42977947504656)"
51,"([0, 5, 12, 45], 0.04865937123838671)","([], 137.81754506424215)"
52,"([17, 21, 47, 49], 6.552896584664526)","([47], 145.139684500874)"
53,"([4, 7, 21, 48], 0.04143427461247143)","([4, 48], 137.51858623341064)"
54,"([25, 26, 35, 41], 6.3168811615724465)","([], 137.07753621917522)"
55,"([11, 12, 14, 47], 0.10005167572894029)","([12, 14], 151.13977441424365)"
56,"([8, 15, 22, 48], 0.03438306752156424)","([8, 22], 145.49699908428036)"
57,"([9, 19, 32, 35], 7.2231537517204245)","([19, 35], 134.28667765349869)"
58,"([22, 28, 40, 46], 6.887703518422611)","([22, 40], 135.36170597626094)"
59,"([14, 26, 27, 44], 6.815733307053843)","([26, 27], 147.10063998989716)"
60,"([12, 26, 32, 38], 0.12824244594879483)","([32, 38], 128.07467178290145)"
61,"([24, 39, 45, 46], 0.18624578542601353)","([], 146.50768294294662)"
62,"([29, 34, 35, 47], 0.08984726995126947)","([34, 35], 138.67125982832863)"
63,"([19, 22, 27, 34], 6.920143293899531)","([19, 27], 151.62721929437828)"
64,"([19, 21, 37, 46], 7.9762024855659766)","([37, 46], 135.1463039431114)"
65,"([7, 11, 41, 46], 0.17750841648164847)","([], 142.65899403279613)"
66,"([0, 7, 15, 45], 0.1381715097750101)","([], 139.3851473234729)"
67,"([15, 25, 37, 38], 6.3239650279149195)","([15, 25], 152.32921122038894)"
68,"([0, 9, 18, 20], 0.1596386704724633)","([0, 20], 128.41581437222058)"
69,"([0, 12, 35, 49], 0.1031922608119173)","([12, 49], 144.6515709783298)"
70,"([13, 27, 33, 40], 7.430746261472443)","([13, 27], 139.56960975142638)"
71,"([7, 8, 23, 48], 6.747825774338953)","([7, 48], 128.90888403044596)"
72,"([6, 29, 39, 43], 7.034926609223501)","([], 157.1173697610497)"
73,"([0, 5, 11, 48], 6.604186304808235)","([0, 11], 136.6914328615432)"
74,"([10, 16, 19, 37], 0.0878366176733846)","([10, 16], 141.3466902978015)"
75,"([15, 18, 20, 25], 0.07551809492579588)","([10], 135.65161752279627)"
76,"([2, 9, 19, 25], 7.299444864672285)","([19, 25], 143.5828381292706)"
77,"([9, 24, 27, 32], 6.286169642079825)","([27, 32], 133.5633827199546)"
78,"([17, 25, 28, 31], 0.19104614601529815)","([25, 28], 126.32356033013649)"
79,"([5, 27, 34, 48], 0.012964228706611998)","([5, 34], 123.50507251727949)"
80,"([10, 23, 25, 39], 0.028158764092182625)","([10, 23], 139.1297682864661)"
81,"([6, 29, 32, 35], 7.148016299753052)","([], 137.69582334952426)"
82,"([13, 19, 39, 49], 0.03352113028493615)","([], 141.7971202136835)"
83,"([22, 31, 37, 40], 0.052519868757832655)","([], 150.45073621825938)"
84,"([15, 44], 73.86364440450731)","([], 144.8925901297174)"
85,"([9, 21, 35, 47], 0.14857005478593555)","([9, 47], 137.56692036253713)"
86,"([8, 13, 24, 25], 6.9042436901060675)","([], 137.99445556713613)"
87,"([1, 18, 25, 32, 38], 0.09234663105741242)","([], 152.8162726186288)"
88,"([16, 19, 39, 46], 0.23933378153426682)","([], 148.603510596312)"
89,"([2, 11, 27, 35], 0.07029890083747267)","([], 128.61062107370245)"
90,"([15, 20, 27, 41], 0.17487578282052108)","([15, 27], 130.18193727805567)"
91,"([3, 12, 27, 31], 0.10155730949139846)","([3, 12], 138.1464746292211)"
92,"([7, 30, 32, 49], 6.78961675680257)","([], 143.81067653458263)"
93,"([18, 20, 22, 31], 0.05897974383003273)","([22, 31], 129.79427099997136)"
94,"([8, 35, 44, 49], 6.311654852357675)","([], 139.72332042103085)"
95,"([5, 8, 32, 39], 0.22306161009270695)","([5, 8], 129.19154717072678)"
96,"([11, 13, 14, 18], 6.45146101193768)","([11, 18], 137.3523251822257)"
97,"([7, 10, 16, 40], 6.653152106417705)","([7, 10], 128.63824830813837)"
98,"([21, 28, 30, 40], 0.04911533161874199)","([], 152.95576940578783)"
99,"([4, 34, 39, 48], 0.04886871799229336)","([], 134.8697272525351)"
