run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
52,"([7, 25, 29, 44, 46, 47], 207.33676135785035)","([], 366.7369109206195)"
53,"([4, 5, 7, 20, 26, 40, 43, 47], 131.4931480610065)","([], 334.7474036070176)"
54,"([6, 12, 15, 17, 26, 27, 29, 33, 40, 45], 16.828603034748454)","([], 375.79838395363817)"
55,"([5, 20, 22, 23, 36, 40], 173.64390586525616)","([43, 46], 352.5274905008041)"
56,"([3, 12, 24, 27, 34, 36, 39, 42, 43], 133.00117673091373)","([], 361.0402422514743)"
57,"([4, 5, 9, 16, 19, 21, 35, 46], 137.48366174195684)","([], 359.7809456022882)"
58,"([8, 10, 11, 12, 25, 33, 34, 44], 134.4446362723436)","([], 329.13216054680305)"
59,"([4, 6, 7, 22, 24, 28, 41, 45], 120.8504334046496)","([], 352.7485235224321)"
60,"([7, 10, 14, 21, 25, 30, 34, 43, 45, 47], 54.536086368547075)","([43], 356.09621298512684)"
61,"([1, 2, 22, 23, 24, 29, 32, 33, 45, 49], 125.35926199729744)","([], 341.80453231302255)"
62,"([2, 4, 5, 12, 27, 29, 36, 48], 161.9727114732054)","([], 374.5219850017478)"
63,"([3, 6, 29, 31, 34, 39], 249.6639449376409)","([], 337.26857917229654)"
64,"([6, 9, 10, 11, 20, 33, 39, 40, 49], 164.61477164222043)","([], 357.04496587678557)"
65,"([1, 2, 11, 15, 21, 25, 32, 45], 142.05274592936453)","([2, 11], 368.31589941355793)"
66,"([11, 15, 16, 17, 21, 22, 25, 28, 33, 40], 28.374801341147613)","([], 413.7493093318715)"
67,"([1, 11, 14, 20, 28, 32, 45, 49], 76.2353588574091)","([4], 349.2641515976023)"
68,"([9, 11, 18, 22, 23, 33, 34, 39], 115.97765974121421)","([], 372.0117204588898)"
69,"([9, 17, 18, 30, 31, 33, 37, 40, 45, 49], 81.14653198877004)","([18, 37], 375.20010463968805)"
70,"([7, 22, 28, 35, 39, 40, 48, 49], 92.26120584105541)","([], 336.70587089869764)"
71,"([1, 7, 12, 14, 25, 28, 36, 39, 41], 150.4676705799855)","([7, 35], 368.1331441908865)"
72,"([0, 1, 15, 16, 28, 31, 38, 39, 45], 139.5594529727701)","([], 362.5177423318898)"
73,"([4, 7, 27, 29, 37, 38, 43, 48], 95.60157931126506)","([], 370.8571750678436)"
74,"([22, 26, 29, 38, 40, 45], 152.03019514709584)","([], 387.6987843531151)"
75,"([2, 16, 18, 20, 22, 31, 43], 234.7938827827864)","([], 365.17413723155295)"
76,"([1, 4, 11, 33, 37, 40, 45, 48], 154.26156573865413)","([], 339.49694769442954)"
77,"([3, 5, 6, 20, 25, 31, 39, 46], 97.05594848987417)","([], 330.4465382905171)"
78,"([5, 12, 14, 16, 17, 21, 27, 31, 47, 49], 50.02442630894834)","([], 339.005804261241)"
79,"([2, 4, 6, 11, 15, 17, 21, 25, 27, 32], 138.6260661420953)","([], 358.86629399861937)"
80,"([0, 8, 10, 11, 24, 26, 29, 42, 49], 136.75185120307847)","([], 362.71726987306903)"
81,"([3, 7, 12, 22, 30, 32, 35, 38, 40, 43, 48], 175.13236872366141)","([], 351.60090490499164)"
82,"([5, 7, 10, 12, 23, 31, 34, 37, 43], 140.34173896865855)","([12, 37], 366.92508887449173)"
83,"([1, 6, 15, 28, 37, 39, 45, 47], 105.24765755736568)","([], 371.7596006534401)"
84,"([8, 13, 14, 24, 34, 42, 48, 49], 132.91833472206864)","([7], 341.91826606507783)"
85,"([0, 12, 14, 18, 25, 29, 35, 38, 47], 159.2880451835278)","([], 350.3155586936571)"
86,"([2, 6, 26, 27, 28, 34, 43, 48, 49], 138.45479435066702)","([], 359.22721812600093)"
87,"([4, 8, 18, 27, 31, 33, 37, 40, 42, 43], 41.408604691844054)","([4, 18], 342.5267751924637)"
88,"([2, 4, 15, 21, 25, 30, 41], 186.23076055289786)","([], 405.23806692552273)"
89,"([0, 1, 29, 30, 37, 48], 188.1537723948448)","([], 379.09425778961355)"
90,"([9, 11, 12, 13, 14, 18, 23, 27, 38, 39, 44], 191.06632462796813)","([], 340.36126992221745)"
91,"([6, 11, 13, 15, 16, 20, 48], 260.53155672837397)","([16], 388.5240809292436)"
92,"([5, 13, 19, 27, 28, 41, 44], 164.46878636404725)","([], 355.7307053886327)"
93,"([2, 11, 18, 20, 21, 26, 32, 33, 34], 157.38898666640887)","([], 359.7188785893351)"
94,"([1, 3, 5, 9, 17, 21, 32, 36, 38, 46], 156.21124962946044)","([], 389.84059422380517)"
95,"([10, 28, 30, 35, 44], 212.78424041507898)","([], 341.5612883206773)"
96,"([3, 5, 7, 24, 27, 30, 35, 47], 170.8073117606456)","([], 358.04003858177526)"
97,"([7, 9, 12, 17, 25, 30, 35, 44, 46, 48], 40.568229201022085)","([], 343.9222419286529)"
98,"([5, 13, 19, 26, 33, 42, 44], 172.85069902480447)","([], 367.9088845221745)"
99,"([8, 11, 21, 24, 29, 39, 43, 44], 181.6712238910047)","([], 350.5827664194368)"
